fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.6212705555956918,-0.36608338915706623,-0.30041575927568176,-1.3075343054769397,5
8.9,0.21,0.34,7.1,0.037,33.0,150.0,0.759784002349504,-0.5804751865309148,-0.30041575927568176,-0.6543231424756253,6
7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.8636690874149017,-0.5090112540729663,0.5064188179913488,-1.0625801193514472,6
9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.37887202377648177,-0.866330916362715,0.4055644958329699,0.4071449974015126,6
7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.13647349195727185,-0.2946194566991146,-0.09870711495892456,0.16219081127601878,5
6.5,0.25,0.2,1.4,0.024,29.0,101.0,-0.833120635319491,0.4200198678803858,0.6072731401497277,0.24384220665118436,6
7.2,0.23,0.33,12.7,0.049,50.0,183.0,1.6254930445609461,1.634906719665535,-0.8046873700675756,-0.5726717471004596,5
7.9,0.35,0.36,1.6,0.038,11.0,124.0,-0.4175802950580157,0.4914838003383343,0.002147207199454319,0.4071449974015126,5
8.8,0.2,0.28,1.1,0.018,18.0,72.0,-0.48683701843492183,-1.5095063084842637,-1.3089589808594702,-0.08276337484947355,5
7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.13647349195727185,-0.2946194566991146,-0.09870711495892456,0.16219081127601878,5
5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.30961530039957563,1.134659192459883,-0.4012700814340607,-1.2258829101017754,5
8.7,0.24,0.35,0.6,0.042,11.0,71.0,-0.48683701843492183,-0.7234030514468148,-1.0063960143843333,0.08053941590085467,5
6.7,0.3,0.45,10.6,0.032,56.0,212.0,1.0368108958571671,0.2770920029644857,1.111544750941621,-0.8176259332259534,6
5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.30961530039957563,1.134659192459883,-0.4012700814340607,-1.2258829101017754,5
5.6,0.13,0.27,4.8,0.028,22.0,104.0,0.27498693871112256,1.134659192459883,-0.30041575927568176,-1.0625801193514472,6
7.4,0.18,0.34,2.7,0.03,30.0,107.0,-0.6946071885656787,-1.5095063084842637,0.5064188179913488,0.4071449974015126,6
5.7,0.385,0.04,12.6,0.034,22.0,115.0,0.8290407257264102,0.7058755977121828,1.5149620395751364,-0.49102035172529557,6
8.7,0.24,0.35,0.6,0.042,11.0,71.0,-0.48683701843492183,-0.7234030514468148,-1.0063960143843333,0.08053941590085467,5
8.3,0.33,0.43,9.2,0.046,22.0,126.0,1.4523512361186424,1.4205149222916833,-0.09870711495892456,-0.9809287239762817,5
6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.5173854705303326,-0.2946194566991146,-0.7038330479091973,-0.7359745378507894,5
6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.5173854705303326,-0.2946194566991146,-0.6029787257508185,-0.8176259332259534,5
6.3,0.28,0.24,8.45,0.031,32.0,172.0,0.6212705555956918,1.4919788547496349,0.9098361066248631,-0.6543231424756253,7
11.8,0.23,0.38,11.1,0.034,15.0,123.0,1.9717766614455152,-1.795362038316064,0.7081274623081065,-0.6543231424756253,3
6.8,0.21,0.27,18.15,0.042,41.0,146.0,2.1102901081993277,0.8488034626280829,-1.2081046587010913,-1.4708370962272692,5
6.8,0.21,0.27,18.15,0.042,41.0,146.0,2.1102901081993277,0.8488034626280829,-1.2081046587010913,-1.4708370962272692,5
8.6,0.485,0.29,4.1,0.026,19.0,101.0,-0.7638639119425849,-1.2236505786524667,-1.0063960143843333,1.5502645326538145,5
8.6,0.485,0.29,4.1,0.026,19.0,101.0,-0.7638639119425849,-1.2236505786524667,-1.0063960143843333,1.5502645326538145,5
7.3,0.29,0.29,4.6,0.029,27.0,155.0,-0.3136952099926565,-0.7948669839047665,-2.216647880284879,0.08053941590085467,6
6.8,0.21,0.27,18.15,0.042,41.0,146.0,2.1102901081993277,0.8488034626280829,-1.2081046587010913,-1.4708370962272692,5
7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.8982974491033547,-0.4375473216150147,-0.09870711495892456,-1.2258829101017754,5
5.7,0.46,0.46,1.4,0.04,31.0,169.0,-0.2790668483042034,-0.36608338915706623,-0.09870711495892456,-1.3891857008521038,5
6.8,0.28,0.44,11.5,0.04,58.0,223.0,1.002182534168714,0.2770920029644857,0.8089817844664854,-0.8176259332259534,5
6.7,0.23,0.33,1.8,0.036,23.0,96.0,-0.521465380123375,0.991731327543983,-0.8046873700675756,0.24384220665118436,6
6.9,0.17,0.25,1.6,0.047,34.0,132.0,-0.9023773586964355,-0.15169159178321454,0.002147207199454319,0.7337505789021705,5
6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.41350038546493484,0.8488034626280829,2.725213905475682,-0.8176259332259534,6
7.8,0.27,0.28,1.8,0.05,21.0,127.0,-0.20981012492729728,-0.22315552424116616,-0.4012700814340607,-0.49102035172529557,5
7.7,0.28,0.29,4.3,0.051,25.0,142.0,-0.036668316484993496,-0.15169159178321454,-0.9055416922259546,-0.24606616559980324,5
7.6,0.29,0.29,4.4,0.051,26.0,146.0,-0.036668316484993496,-0.15169159178321454,-0.9055416922259546,-0.24606616559980324,5
5.7,0.32,0.18,1.4,0.029,26.0,104.0,-1.1794042522040602,1.8492985170393836,-1.1072503365427124,0.4071449974015126,6
7.1,0.33,0.25,1.6,0.03,25.0,126.0,-1.352546060646364,0.2770920029644857,-1.4098133030178484,1.3053103465283207,7
7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.27498693871112256,0.5629477327962827,0.30471017367459097,-1.1442315147266113,6
6.5,0.19,0.26,5.2,0.04,31.0,140.0,0.3442436620880287,0.5629477327962827,2.019233650367031,-0.8176259332259534,6
6.6,0.23,0.27,5.6,0.043,43.0,164.0,0.4481287471533879,0.6344116652542343,2.8260682276340607,-0.8176259332259534,5
6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.41350038546493484,0.8488034626280829,2.725213905475682,-0.8176259332259534,6
6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.27498693871112256,0.8488034626280829,1.918379328208652,-0.7359745378507894,5
7.0,0.22,0.39,2.1,0.055,39.0,198.0,0.37887202377648177,2.421009976702984,0.6072731401497277,-0.24606616559980324,6
7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.759784002349504,0.991731327543983,-0.7038330479091973,-0.08276337484947355,4
6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.27498693871112256,0.8488034626280829,1.918379328208652,-0.7359745378507894,5
7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.6558989172841448,0.2770920029644857,-1.5106676251762272,0.16219081127601878,5
7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.759784002349504,-0.22315552424116616,-1.4098133030178484,-0.0011119794743094386,6
9.4,0.3,0.32,10.7,0.029,14.0,111.0,0.6212705555956918,-2.367073497979664,-0.6029787257508185,0.08053941590085467,5
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.27498693871112256,0.7773395301701345,2.8260682276340607,-0.7359745378507894,6
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.27498693871112256,0.7773395301701345,2.8260682276340607,-0.7359745378507894,6
8.2,0.17,0.32,1.5,0.05,17.0,101.0,-0.002039954796540423,-0.2946194566991146,1.0106904287832421,-0.8176259332259534,5
8.3,0.17,0.31,1.5,0.049,48.0,153.0,0.06721676858036572,-0.4375473216150147,1.0106904287832421,-0.8992773286011176,6
8.7,0.15,0.3,1.6,0.046,29.0,130.0,0.06721676858036572,0.2770920029644857,-1.0063960143843333,-0.5726717471004596,6
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.27498693871112256,0.7773395301701345,2.8260682276340607,-0.7359745378507894,6
7.2,0.25,0.19,8.0,0.044,51.0,172.0,0.8290407257264102,-0.15169159178321454,-0.4012700814340607,-1.0625801193514472,5
7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.6212705555956918,-0.08022765932526607,-1.0063960143843333,-0.8176259332259534,5
5.3,0.76,0.03,2.7,0.043,27.0,93.0,-0.2790668483042034,1.134659192459883,-1.0063960143843333,-1.0625801193514472,5
6.6,0.22,0.53,15.1,0.052,22.0,136.0,1.590864682872493,-1.7238981058581155,-1.3089589808594702,-0.8992773286011176,5
6.6,0.22,0.53,15.1,0.052,22.0,136.0,1.590864682872493,-1.7238981058581155,-1.3089589808594702,-0.8992773286011176,5
8.4,0.28,0.4,8.9,0.048,33.0,146.0,1.6601214062493992,1.5634427872075833,-0.1995614371173029,-0.9809287239762817,5
6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.4481287471533879,0.06270020559063402,-0.8046873700675756,-1.1442315147266113,5
6.7,0.24,0.33,12.3,0.046,31.0,145.0,1.4869795978070954,1.2775870573757833,-0.8046873700675756,-0.8176259332259534,5
7.4,0.18,0.36,13.1,0.056,72.0,163.0,2.0756617465108747,1.7063706521234834,-1.3089589808594702,-1.1442315147266113,6
6.7,0.24,0.33,12.3,0.046,31.0,145.0,1.4869795978070954,1.2775870573757833,-0.8046873700675756,-0.8176259332259534,5
6.8,0.28,0.35,2.3,0.042,16.0,85.0,-1.1794042522040602,0.06270020559063402,0.8089817844664854,1.5502645326538145,6
6.2,0.34,0.3,11.1,0.047,28.0,237.0,1.4177228744301893,-0.00876372686731444,0.1030015293578332,-1.4708370962272692,5
6.0,0.27,0.15,1.5,0.056,35.0,128.0,-0.1405534015503527,-0.4375473216150147,-0.30041575927568176,-1.3891857008521038,5
6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.4481287471533879,0.06270020559063402,-0.8046873700675756,-1.1442315147266113,5
8.5,0.24,0.47,15.2,0.057,40.0,234.0,2.24880355495314,-1.1521866461945152,1.8175250060502732,-1.2258829101017754,5
8.1,0.24,0.33,10.2,0.048,46.0,141.0,1.1060676192340733,-0.15169159178321454,0.002147207199454319,-0.16441477022463766,6
7.4,0.18,0.36,13.1,0.056,72.0,163.0,2.0756617465108747,1.7063706521234834,-1.3089589808594702,-1.1442315147266113,6
7.7,0.23,0.31,10.7,0.038,59.0,186.0,1.002182534168714,-0.4375473216150147,0.7081274623081065,-0.8176259332259534,6
6.5,0.22,0.25,17.1,0.05,44.0,138.0,2.1102901081993277,0.8488034626280829,-1.1072503365427124,-1.3891857008521038,5
6.5,0.22,0.25,17.1,0.05,44.0,138.0,2.1102901081993277,0.8488034626280829,-1.1072503365427124,-1.3891857008521038,5
6.5,0.22,0.25,17.1,0.05,44.0,138.0,2.1102901081993277,0.8488034626280829,-1.1072503365427124,-1.3891857008521038,5
5.7,0.33,0.15,1.9,0.05,20.0,93.0,-0.20981012492729728,1.4205149222916833,1.4141077174167576,-0.49102035172529557,5
7.7,0.23,0.31,10.7,0.038,59.0,186.0,1.002182534168714,-0.4375473216150147,0.7081274623081065,-0.8176259332259534,6
6.5,0.22,0.25,17.1,0.05,44.0,138.0,2.1102901081993277,0.8488034626280829,-1.1072503365427124,-1.3891857008521038,5
6.8,0.2,0.27,1.2,0.034,19.0,68.0,-1.3179176989579109,-0.2946194566991146,-1.1072503365427124,0.9787047650276628,4
7.7,0.26,0.32,1.2,0.04,26.0,117.0,-0.34832357168110956,0.20562807050653412,0.8089817844664854,0.24384220665118436,5
6.4,0.2,0.32,3.1,0.041,18.0,126.0,-0.9023773586964355,1.7778345845814352,-0.6029787257508185,1.2236589511531566,6
8.0,0.16,0.36,1.5,0.033,14.0,122.0,0.03258840689191265,0.13416413804858565,-0.9055416922259546,-0.16441477022463766,4
6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9329258107918078,-0.9377948488206665,-1.0063960143843333,-1.2258829101017754,5
7.7,0.39,0.28,4.9,0.035,36.0,109.0,-0.7638639119425849,0.06270020559063402,1.0106904287832421,1.386961741903485,7
6.9,0.26,0.33,12.6,0.051,59.0,173.0,1.3830945127417362,1.4919788547496349,-1.0063960143843333,-0.49102035172529557,5
6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9329258107918078,-0.9377948488206665,-1.0063960143843333,-1.2258829101017754,5
7.7,0.39,0.28,4.9,0.035,36.0,109.0,-0.7638639119425849,0.06270020559063402,1.0106904287832421,1.386961741903485,7
6.0,0.28,0.22,12.15,0.048,42.0,163.0,0.5866421939072387,0.13416413804858565,-0.1995614371173029,-0.32771756097496735,5
6.5,0.43,0.28,12.0,0.056,23.0,174.0,1.590864682872493,0.9202673950860345,0.7081274623081065,-0.9809287239762817,5
9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.6212705555956918,-0.5804751865309148,2.2209422946837876,-0.8176259332259534,5
5.9,0.5,0.05,2.6,0.054,36.0,146.0,0.27498693871112256,1.7778345845814352,0.2038558515162121,-1.0625801193514472,6
6.8,0.28,0.39,1.4,0.036,15.0,115.0,-0.7638639119425849,0.6344116652542343,2.4226509390005453,0.9787047650276628,5
7.0,0.35,0.24,1.9,0.04,21.0,144.0,-0.5907221035003195,1.2061231249178348,-1.0063960143843333,0.4071449974015126,5
7.1,0.22,0.32,16.9,0.056,49.0,158.0,2.0064050231339685,1.3490509898337348,-1.0063960143843333,-0.7359745378507894,6
7.1,0.22,0.32,16.9,0.056,49.0,158.0,2.0064050231339685,1.3490509898337348,-1.0063960143843333,-0.7359745378507894,6
8.3,0.24,0.27,2.1,0.03,22.0,162.0,-0.9023773586964355,-1.3665784435683637,2.019233650367031,1.1420075557779925,6
6.8,0.26,0.32,7.0,0.041,38.0,118.0,-0.036668316484993496,0.4914838003383343,0.4055644958329699,0.24384220665118436,6
7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.8982974491033547,1.4205149222916833,0.7081274623081065,-0.32771756097496735,5
7.9,0.18,0.36,5.9,0.058,31.0,132.0,0.3442436620880287,0.4914838003383343,0.4055644958329699,0.32549360202634847,6
7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.8982974491033547,1.4205149222916833,0.7081274623081065,-0.32771756097496735,5
5.5,0.24,0.32,8.7,0.06,19.0,102.0,-0.002039954796540423,0.6344116652542343,-1.7123762694929852,-0.08276337484947355,5
7.1,0.33,0.64,13.2,0.056,12.0,105.0,1.1060676192340733,-0.9377948488206665,-0.9055416922259546,-1.0625801193514472,5
7.7,0.28,0.35,15.3,0.056,31.0,117.0,2.0064050231339685,0.6344116652542343,0.2038558515162121,-0.7359745378507894,5
7.7,0.28,0.35,15.3,0.056,31.0,117.0,2.0064050231339685,0.6344116652542343,0.2038558515162121,-0.7359745378507894,5
7.5,0.26,0.52,13.2,0.047,64.0,179.0,1.4523512361186424,-0.5804751865309148,-0.1995614371173029,-1.2258829101017754,5
6.5,0.14,0.32,2.7,0.037,18.0,89.0,-0.5560937418118664,1.5634427872075833,2.624359583317303,0.8154019742773346,7
8.2,0.21,0.32,10.65,0.053,53.0,145.0,1.1060676192340733,-0.08022765932526607,0.002147207199454319,-0.24606616559980324,6
7.2,0.2,0.31,10.0,0.054,49.0,165.0,1.0368108958571671,1.5634427872075833,-0.6029787257508185,-0.49102035172529557,6
7.2,0.115,0.3,6.8,0.056,26.0,105.0,0.48275710884184103,1.8492985170393836,-0.8046873700675756,-0.7359745378507894,6
6.4,0.29,0.2,15.6,0.04,20.0,142.0,0.759784002349504,-0.5804751865309148,0.6072731401497277,0.08053941590085467,5
7.1,0.33,0.64,13.2,0.056,12.0,105.0,1.1060676192340733,-0.9377948488206665,-0.9055416922259546,-1.0625801193514472,5
6.8,0.24,0.34,5.1,0.038,31.0,99.0,-0.6599788268772256,0.4200198678803858,-0.1995614371173029,1.0603561604028284,6
7.0,0.24,0.34,3.0,0.035,36.0,102.0,-1.2140326138925133,-0.00876372686731444,-0.5021244035924396,1.386961741903485,6
7.7,0.28,0.35,15.3,0.056,31.0,117.0,2.0064050231339685,0.6344116652542343,0.2038558515162121,-0.7359745378507894,5
7.0,0.22,0.33,2.1,0.052,15.0,76.0,-0.34832357168110956,0.13416413804858565,-0.7038330479091973,0.08053941590085467,6
7.5,0.18,0.39,1.9,0.054,23.0,91.0,0.03258840689191265,0.6344116652542343,-0.30041575927568176,-0.16441477022463766,6
9.8,0.93,0.45,8.6,0.052,34.0,187.0,1.8678915763801176,-0.4375473216150147,1.111544750941621,-0.24606616559980324,4
7.8,0.29,0.33,8.75,0.035,33.0,181.0,0.759784002349504,-0.5090112540729663,-0.1995614371173029,0.16219081127601878,5
7.9,0.28,0.32,3.6,0.038,9.0,76.0,-0.6946071885656787,-0.9377948488206665,-1.7123762694929852,0.9787047650276628,4
8.5,0.25,0.27,4.7,0.031,31.0,92.0,-0.6253504651887726,-1.2236505786524667,-1.5106676251762272,1.2236589511531566,6
7.4,0.18,0.27,1.3,0.048,26.0,105.0,-0.002039954796540423,2.421009976702984,1.8175250060502732,0.08053941590085467,6
6.3,0.24,0.37,1.8,0.031,6.0,61.0,-1.4910595074001762,0.8488034626280829,-1.4098133030178484,1.386961741903485,4
6.0,0.33,0.38,9.7,0.04,29.0,124.0,0.48275710884184103,2.0636903144132352,0.002147207199454319,0.4071449974015126,6
6.8,0.37,0.28,4.0,0.03,29.0,79.0,-1.387174422334817,0.3485559354224342,-0.1995614371173029,1.5502645326538145,7
8.5,0.25,0.27,4.7,0.031,31.0,92.0,-0.6253504651887726,-1.2236505786524667,-1.5106676251762272,1.2236589511531566,6
8.4,0.22,0.28,18.8,0.028,55.0,130.0,1.3830945127417362,-1.5809702409422155,-1.3089589808594702,0.8970533696524987,5
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.13647349195727185,-0.00876372686731444,-0.09870711495892456,-0.8992773286011176,5
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.13647349195727185,-0.00876372686731444,-0.09870711495892456,-0.8992773286011176,5
7.4,0.19,0.3,12.8,0.053,48.5,229.0,1.590864682872493,-0.2946194566991146,0.1030015293578332,-1.1442315147266113,7
7.4,0.19,0.3,12.8,0.053,48.5,229.0,1.590864682872493,-0.2946194566991146,0.1030015293578332,-1.1442315147266113,7
7.4,0.19,0.3,12.8,0.053,48.5,229.0,1.590864682872493,-0.2946194566991146,0.1030015293578332,-1.1442315147266113,7
7.4,0.19,0.3,12.8,0.053,48.5,229.0,1.590864682872493,-0.2946194566991146,0.1030015293578332,-1.1442315147266113,7
7.4,0.19,0.3,12.8,0.053,48.5,229.0,1.590864682872493,-0.2946194566991146,0.1030015293578332,-1.1442315147266113,7
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.6905272789725979,0.3485559354224342,-1.1072503365427124,-1.0625801193514472,5
7.6,0.32,0.58,16.75,0.05,43.0,163.0,2.0410333848224216,-0.22315552424116616,0.6072731401497277,-1.0625801193514472,5
7.4,0.19,0.3,12.8,0.053,48.5,229.0,1.590864682872493,-0.2946194566991146,0.1030015293578332,-1.1442315147266113,7
7.4,0.19,0.3,12.8,0.053,48.5,212.0,1.590864682872493,-0.2946194566991146,0.1030015293578332,-1.1442315147266113,7
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.6905272789725979,0.3485559354224342,-1.1072503365427124,-1.0625801193514472,5
6.0,0.34,0.24,5.4,0.06,23.0,126.0,0.37887202377648177,0.4914838003383343,-0.4012700814340607,-1.2258829101017754,7
7.6,0.32,0.58,16.75,0.05,43.0,163.0,2.0410333848224216,-0.22315552424116616,0.6072731401497277,-1.0625801193514472,5
7.7,0.24,0.31,1.3,0.047,33.0,106.0,-0.34832357168110956,0.2770920029644857,0.7081274623081065,0.24384220665118436,6
8.0,0.36,0.43,10.1,0.053,29.0,146.0,1.4523512361186424,1.5634427872075833,-0.1995614371173029,-0.8176259332259534,6
7.4,0.29,0.25,3.8,0.044,30.0,114.0,-0.6946071885656787,-0.5090112540729663,-0.8046873700675756,0.4071449974015126,6
6.6,0.32,0.27,10.9,0.041,37.0,146.0,0.7944123640379571,0.4200198678803858,-0.09870711495892456,-0.4093689563501315,5
6.3,0.3,0.24,6.6,0.04,38.0,141.0,0.3442436620880287,0.2770920029644857,-0.09870711495892456,-0.8176259332259534,5
6.4,0.33,0.24,9.8,0.041,29.0,109.0,0.5520138322187856,0.7773395301701345,-0.09870711495892456,-0.32771756097496735,6
7.5,0.18,0.31,11.7,0.051,24.0,94.0,1.0368108958571671,0.06270020559063402,-0.4012700814340607,-0.8176259332259534,7
6.5,0.39,0.81,1.2,0.217,14.0,74.0,-0.1405534015503527,-0.7234030514468148,0.5064188179913488,-0.8176259332259534,5
6.8,0.25,0.18,1.4,0.056,13.0,137.0,-0.17518176323880577,-0.5090112540729663,-0.6029787257508185,-0.8176259332259534,5
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.7944123640379571,1.2061231249178348,0.1030015293578332,-0.8992773286011176,6
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9329258107918078,-1.8668259707740156,0.6072731401497277,-0.8992773286011176,6
7.6,0.27,0.42,2.6,0.044,29.0,110.0,-0.9716340820733417,0.9202673950860345,0.30471017367459097,1.795218718779307,6
9.2,0.23,0.35,10.7,0.037,34.0,145.0,1.4177228744301893,-0.6519391189888665,-1.6115219473346063,-0.6543231424756253,5
7.9,0.28,0.41,4.9,0.058,31.0,153.0,0.8982974491033547,0.6344116652542343,0.30471017367459097,-0.6543231424756253,6
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9329258107918078,-1.8668259707740156,0.6072731401497277,-0.8992773286011176,6
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.7944123640379571,1.2061231249178348,0.1030015293578332,-0.8992773286011176,6
6.8,0.25,0.18,1.4,0.056,13.0,137.0,-0.17518176323880577,-0.5090112540729663,-0.6029787257508185,-0.8176259332259534,5
7.0,0.22,0.26,1.1,0.037,20.0,71.0,-1.3179176989579109,-0.5804751865309148,-1.0063960143843333,0.9787047650276628,6
7.3,0.18,0.29,1.0,0.036,26.0,101.0,-1.387174422334817,-0.6519391189888665,-1.1072503365427124,0.9787047650276628,6
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.6905272789725979,-0.15169159178321454,0.4055644958329699,-0.6543231424756253,5
6.6,0.25,0.42,11.3,0.049,77.0,231.0,0.8982974491033547,0.4200198678803858,0.4055644958329699,-0.8176259332259534,6
6.4,0.24,0.23,7.3,0.069,31.0,157.0,0.759784002349504,0.4914838003383343,0.5064188179913488,-1.1442315147266113,5
6.0,0.28,0.27,2.3,0.051,23.0,147.0,-0.002039954796540423,0.3485559354224342,1.918379328208652,-0.16441477022463766,6
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.6905272789725979,-0.15169159178321454,0.4055644958329699,-0.6543231424756253,5
7.8,0.24,0.38,2.1,0.058,14.0,167.0,-0.002039954796540423,0.20562807050653412,0.7081274623081065,-0.49102035172529557,5
7.6,0.27,0.33,2.0,0.059,19.0,175.0,0.13647349195727185,0.2770920029644857,0.8089817844664854,-0.49102035172529557,5
7.7,0.39,0.34,10.0,0.056,35.0,178.0,1.1753243426109794,0.5629477327962827,1.2123990730999998,-0.24606616559980324,5
8.9,0.24,0.33,15.75,0.035,16.0,132.0,0.6905272789725979,-1.2951145111104152,-1.1072503365427124,1.3053103465283207,6
6.6,0.23,0.24,3.9,0.045,36.0,138.0,-0.6253504651887726,-0.22315552424116616,1.6158163617335155,0.6520991835270064,7
7.1,0.26,0.3,2.0,0.031,13.0,128.0,-0.7984922736310379,0.06270020559063402,0.1030015293578332,0.7337505789021705,5
7.0,0.32,0.35,1.5,0.039,24.0,125.0,-0.7638639119425849,-0.08022765932526607,1.6158163617335155,1.386961741903485,6
7.4,0.24,0.26,1.6,0.058,53.0,150.0,-0.1405534015503527,-0.00876372686731444,0.2038558515162121,-0.49102035172529557,7
7.0,0.32,0.35,1.5,0.039,24.0,125.0,-0.7638639119425849,-0.08022765932526607,1.6158163617335155,1.386961741903485,6
7.4,0.17,0.29,1.4,0.047,23.0,107.0,-0.036668316484993496,2.421009976702984,1.7166706838918944,-0.08276337484947355,6
7.1,0.26,0.3,2.0,0.031,13.0,128.0,-0.7984922736310379,0.06270020559063402,0.1030015293578332,0.7337505789021705,5
8.5,0.28,0.34,13.8,0.041,32.0,161.0,1.4177228744301893,-0.36608338915706623,-0.8046873700675756,-0.49102035172529557,6
7.8,0.3,0.37,1.3,0.051,16.0,96.0,0.03258840689191265,0.991731327543983,1.4141077174167576,-0.4093689563501315,5
8.1,0.25,0.38,3.8,0.051,18.0,129.0,-0.4175802950580157,0.20562807050653412,-1.0063960143843333,0.8154019742773346,6
7.7,0.28,0.29,6.9,0.041,29.0,163.0,0.41350038546493484,1.8492985170393836,1.2123990730999998,-0.0011119794743094386,6
6.5,0.24,0.36,2.2,0.027,36.0,134.0,-1.4564311457117232,0.7058755977121828,-1.2081046587010913,1.6319159280289786,7
7.0,0.22,0.32,1.6,0.045,40.0,120.0,-0.9023773586964355,-1.4380423760263152,-0.4012700814340607,-0.0011119794743094386,6
8.5,0.28,0.34,13.8,0.041,32.0,161.0,1.4177228744301893,-0.36608338915706623,-0.8046873700675756,-0.49102035172529557,6
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.5866421939072387,-0.866330916362715,-0.09870711495892456,0.7337505789021705,7
6.9,0.23,0.33,12.8,0.056,44.0,169.0,1.3830945127417362,1.7063706521234834,-0.6029787257508185,-0.5726717471004596,6
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.5866421939072387,-0.866330916362715,-0.09870711495892456,0.7337505789021705,7
7.6,0.23,0.26,15.3,0.067,32.0,166.0,1.590864682872493,-1.0807227137365667,-0.4012700814340607,-1.0625801193514472,4
7.7,0.28,0.58,12.1,0.046,60.0,177.0,1.4869795978070954,-0.7234030514468148,-0.1995614371173029,-1.3075343054769397,5
7.7,0.27,0.61,12.0,0.046,64.0,179.0,1.4523512361186424,-0.7948669839047665,-0.1995614371173029,-1.3075343054769397,5
7.1,0.2,0.36,11.6,0.042,45.0,124.0,1.0368108958571671,-1.8668259707740156,1.111544750941621,-0.8176259332259534,7
6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.24035857702266952,0.20562807050653412,-1.2081046587010913,0.8154019742773346,6
7.1,0.2,0.36,11.6,0.042,45.0,124.0,1.0368108958571671,-1.8668259707740156,1.111544750941621,-0.8176259332259534,7
6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.24035857702266952,0.20562807050653412,-1.2081046587010913,0.8154019742773346,6
8.4,0.2,0.31,2.8,0.054,16.0,89.0,0.05336542390500756,-1.5809702409422155,-0.30041575927568176,-0.8176259332259534,6
6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.3996490407895767,1.2061231249178348,0.30471017367459097,-0.6543231424756253,5
6.9,0.44,0.42,8.5,0.048,10.0,147.0,1.1753243426109794,0.991731327543983,-0.1995614371173029,-0.8176259332259534,6
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.6178077194268233,-0.15169159178321454,0.2038558515162121,-0.8992773286011176,5
6.4,0.34,0.2,14.9,0.06,37.0,162.0,1.4869795978070954,-0.36608338915706623,-0.30041575927568176,-1.2258829101017754,4
6.9,0.44,0.42,8.5,0.048,10.0,147.0,1.1753243426109794,0.991731327543983,-0.1995614371173029,-0.8176259332259534,6
7.2,0.29,0.18,8.2,0.042,41.0,180.0,0.8428920704018068,-0.15169159178321454,0.1030015293578332,-1.1442315147266113,5
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.6178077194268233,-0.15169159178321454,0.2038558515162121,-0.8992773286011176,5
6.1,0.23,0.45,10.6,0.094,49.0,169.0,1.033348059688337,-0.9377948488206665,0.6072731401497277,-1.3891857008521038,5
6.7,0.23,0.42,11.2,0.047,52.0,171.0,1.2376553936502255,2.563937841618884,2.624359583317303,-0.08276337484947355,5
